analysis,layer,complexity,workers,comparison,speedup
dc,solver_only,5,2,reuse_vs_optimized,1.1085057932818856
dc,solver_only,101,2,official_ng_vs_hspice_ind,9.167907885626462
dc,solver_only,101,2,ng_reuse_vs_hspice_alter,1.8705695664432198
dc,solver_only,101,2,optimized_vs_official,0.9999655611280371
dc,solver_only,101,2,reuse_vs_optimized,0.4226371655612743
dc,solver_only,5,4,official_ng_vs_hspice_ind,4.873025691399297
dc,solver_only,5,4,ng_reuse_vs_hspice_alter,2.43014729142951
dc,solver_only,5,4,optimized_vs_official,0.998933645857598
dc,solver_only,5,4,reuse_vs_optimized,1.129404675622845
dc,solver_only,101,4,official_ng_vs_hspice_ind,8.915260741605362
dc,solver_only,101,4,ng_reuse_vs_hspice_alter,1.8144195909835275
dc,solver_only,101,4,optimized_vs_official,1.001067116969467
dc,solver_only,101,4,reuse_vs_optimized,0.4348534364652452
dc,solver_only,5,8,official_ng_vs_hspice_ind,5.034308563176648
dc,solver_only,5,8,ng_reuse_vs_hspice_alter,2.358542892346559
dc,solver_only,5,8,optimized_vs_official,0.9779152395702971
dc,solver_only,5,8,reuse_vs_optimized,1.1268527555143333
dc,solver_only,101,8,official_ng_vs_hspice_ind,8.887859321377745
dc,solver_only,101,8,ng_reuse_vs_hspice_alter,1.6740038425370496
dc,solver_only,101,8,optimized_vs_official,0.9409685664182447
dc,solver_only,101,8,reuse_vs_optimized,0.43920189058083553
dc,solver_only,5,16,official_ng_vs_hspice_ind,4.746757001040938
dc,solver_only,5,16,ng_reuse_vs_hspice_alter,2.363475472407855
dc,solver_only,5,16,optimized_vs_official,1.0103638008949816
dc,solver_only,5,16,reuse_vs_optimized,1.111949881029909
dc,solver_only,101,16,official_ng_vs_hspice_ind,8.539653585090731
dc,solver_only,101,16,ng_reuse_vs_hspice_alter,1.8014862327642864
dc,solver_only,101,16,optimized_vs_official,1.009698579631267
dc,solver_only,101,16,reuse_vs_optimized,0.45093408490099096
dc,solver_only,5,32,official_ng_vs_hspice_ind,4.331403697009996
dc,solver_only,5,32,ng_reuse_vs_hspice_alter,2.2530146526822126
dc,solver_only,5,32,optimized_vs_official,0.9925354518751385
dc,solver_only,5,32,reuse_vs_optimized,1.1118021731085066
dc,solver_only,101,32,official_ng_vs_hspice_ind,7.662297386194674
dc,solver_only,101,32,ng_reuse_vs_hspice_alter,1.7139989787520538
dc,solver_only,101,32,optimized_vs_official,0.993317896769541
dc,solver_only,101,32,reuse_vs_optimized,0.47448694831344584
dc,solver_only,5,64,official_ng_vs_hspice_ind,2.629840800646416
dc,solver_only,5,64,ng_reuse_vs_hspice_alter,1.800555398928586
dc,solver_only,5,64,optimized_vs_official,0.992946806256852
dc,solver_only,5,64,reuse_vs_optimized,1.3791852388135897
dc,solver_only,101,64,official_ng_vs_hspice_ind,4.868452392984942
dc,solver_only,101,64,ng_reuse_vs_hspice_alter,1.6132407862351286
dc,solver_only,101,64,optimized_vs_official,0.9966950129979952
dc,solver_only,101,64,reuse_vs_optimized,0.7112174104464563
dc,solver_only,5,128,official_ng_vs_hspice_ind,1.8624753611189595
dc,solver_only,5,128,ng_reuse_vs_hspice_alter,9.22634781836063
dc,solver_only,5,128,optimized_vs_official,0.9822662312590688
dc,solver_only,5,128,reuse_vs_optimized,1.3227261183635781
dc,solver_only,101,128,official_ng_vs_hspice_ind,46.835274229807794
dc,solver_only,101,128,ng_reuse_vs_hspice_alter,7.133860159717206
dc,solver_only,101,128,optimized_vs_official,0.9647624571534805
dc,solver_only,101,128,reuse_vs_optimized,0.9833998136523208
dc,solver_only,5,192,official_ng_vs_hspice_ind,2.077215617254998
dc,solver_only,5,192,ng_reuse_vs_hspice_alter,7.768738944833745
dc,solver_only,5,192,optimized_vs_official,0.9812667429439201
dc,solver_only,5,192,reuse_vs_optimized,1.0803436391902892
dc,solver_only,101,192,official_ng_vs_hspice_ind,38.65656602287944
dc,solver_only,101,192,ng_reuse_vs_hspice_alter,6.409415834136637
dc,solver_only,101,192,optimized_vs_official,0.9974483934979619
dc,solver_only,101,192,reuse_vs_optimized,0.8539532628280234
dc,solver_only,5,256,official_ng_vs_hspice_ind,2.169546971231991
dc,solver_only,5,256,ng_reuse_vs_hspice_alter,11.428952145924349
dc,solver_only,5,256,optimized_vs_official,0.9737994090405747
dc,solver_only,5,256,reuse_vs_optimized,0.8281797036746642
dc,solver_only,101,256,ng_reuse_vs_hspice_alter,9.592799490704316
dc,solver_only,101,256,optimized_vs_official,1.005803533849364
dc,solver_only,101,256,reuse_vs_optimized,0.6747006260935351
dc,solver_only,5,1,official_ng_vs_hspice_ind,4.9490689300728405
dc,solver_only,5,1,ng_reuse_vs_hspice_alter,2.891569033108945
dc,solver_only,5,1,optimized_vs_official,1.0025695000857409
dc,solver_only,5,1,reuse_vs_optimized,1.0936496919014334
dc,solver_only,101,1,official_ng_vs_hspice_ind,9.146194709004009
dc,solver_only,101,1,ng_reuse_vs_hspice_alter,1.9748475426101146
dc,solver_only,101,1,optimized_vs_official,0.9996047479632914
dc,solver_only,101,1,reuse_vs_optimized,0.41817102966877034
dc,solver_only,5,2,official_ng_vs_hspice_ind,4.968795896458785
dc,solver_only,5,2,ng_reuse_vs_hspice_alter,2.6086154213321158
dc,solver_only,5,2,optimized_vs_official,1.0016205983583917
dc,solver_only,5,2,reuse_vs_optimized,1.1085057932818856
dc,solver_only,101,2,official_ng_vs_hspice_ind,9.167907885626462
dc,solver_only,101,2,ng_reuse_vs_hspice_alter,1.8705695664432198
dc,solver_only,101,2,optimized_vs_official,0.9999655611280371
dc,solver_only,101,2,reuse_vs_optimized,0.4226371655612743
dc,solver_only,5,4,official_ng_vs_hspice_ind,4.873025691399297
dc,solver_only,5,4,ng_reuse_vs_hspice_alter,2.43014729142951
dc,solver_only,5,4,optimized_vs_official,0.998933645857598
dc,solver_only,5,4,reuse_vs_optimized,1.129404675622845
dc,solver_only,101,4,official_ng_vs_hspice_ind,8.915260741605362
dc,solver_only,101,4,ng_reuse_vs_hspice_alter,1.8144195909835275
dc,solver_only,101,4,optimized_vs_official,1.001067116969467
dc,solver_only,101,4,reuse_vs_optimized,0.4348534364652452
dc,solver_only,5,8,official_ng_vs_hspice_ind,5.034308563176648
dc,solver_only,5,8,ng_reuse_vs_hspice_alter,2.358542892346559
dc,solver_only,5,8,optimized_vs_official,0.9779152395702971
dc,solver_only,5,8,reuse_vs_optimized,1.1268527555143333
dc,solver_only,101,8,official_ng_vs_hspice_ind,8.887859321377745
dc,solver_only,101,8,ng_reuse_vs_hspice_alter,1.6740038425370496
dc,solver_only,101,8,optimized_vs_official,0.9409685664182447
dc,solver_only,101,8,reuse_vs_optimized,0.43920189058083553
dc,solver_only,5,16,official_ng_vs_hspice_ind,4.746757001040938
dc,solver_only,5,16,ng_reuse_vs_hspice_alter,2.363475472407855
dc,solver_only,5,16,optimized_vs_official,1.0103638008949816
dc,solver_only,5,16,reuse_vs_optimized,1.111949881029909
dc,solver_only,101,16,official_ng_vs_hspice_ind,8.539653585090731
dc,solver_only,101,16,ng_reuse_vs_hspice_alter,1.8014862327642864
dc,solver_only,101,16,optimized_vs_official,1.009698579631267
dc,solver_only,101,16,reuse_vs_optimized,0.45093408490099096
dc,solver_only,5,32,official_ng_vs_hspice_ind,4.331403697009996
dc,solver_only,5,32,ng_reuse_vs_hspice_alter,2.2530146526822126
dc,solver_only,5,32,optimized_vs_official,0.9925354518751385
dc,solver_only,5,32,reuse_vs_optimized,1.1118021731085066
dc,solver_only,101,32,official_ng_vs_hspice_ind,7.662297386194674
dc,solver_only,101,32,ng_reuse_vs_hspice_alter,1.7139989787520538
dc,solver_only,101,32,optimized_vs_official,0.993317896769541
dc,solver_only,101,32,reuse_vs_optimized,0.47448694831344584
dc,solver_only,5,64,official_ng_vs_hspice_ind,2.629840800646416
dc,solver_only,5,64,ng_reuse_vs_hspice_alter,1.800555398928586
dc,solver_only,5,64,optimized_vs_official,0.992946806256852
dc,solver_only,5,64,reuse_vs_optimized,1.3791852388135897
dc,solver_only,101,64,official_ng_vs_hspice_ind,4.868452392984942
dc,solver_only,101,64,ng_reuse_vs_hspice_alter,1.6132407862351286
dc,solver_only,101,64,optimized_vs_official,0.9966950129979952
dc,solver_only,101,64,reuse_vs_optimized,0.7112174104464563
dc,solver_only,5,128,official_ng_vs_hspice_ind,1.8624753611189595
dc,solver_only,5,128,ng_reuse_vs_hspice_alter,9.22634781836063
dc,solver_only,5,128,optimized_vs_official,0.9822662312590688
dc,solver_only,5,128,reuse_vs_optimized,1.3227261183635781
dc,solver_only,101,128,official_ng_vs_hspice_ind,46.835274229807794
dc,solver_only,101,128,ng_reuse_vs_hspice_alter,7.133860159717206
dc,solver_only,101,128,optimized_vs_official,0.9647624571534805
dc,solver_only,101,128,reuse_vs_optimized,0.9833998136523208
dc,solver_only,5,192,official_ng_vs_hspice_ind,2.077215617254998
dc,solver_only,5,192,ng_reuse_vs_hspice_alter,7.768738944833745
dc,solver_only,5,192,optimized_vs_official,0.9812667429439201
dc,solver_only,5,192,reuse_vs_optimized,1.0803436391902892
dc,solver_only,101,192,official_ng_vs_hspice_ind,38.65656602287944
dc,solver_only,101,192,ng_reuse_vs_hspice_alter,6.409415834136637
dc,solver_only,101,192,optimized_vs_official,0.9974483934979619
dc,solver_only,101,192,reuse_vs_optimized,0.8539532628280234
dc,solver_only,5,256,official_ng_vs_hspice_ind,2.169546971231991
dc,solver_only,5,256,ng_reuse_vs_hspice_alter,11.428952145924349
dc,solver_only,5,256,optimized_vs_official,0.9737994090405747
dc,solver_only,5,256,reuse_vs_optimized,0.8281797036746642
dc,solver_only,5,1,official_ng_vs_hspice_ind,4.9490689300728405
dc,solver_only,5,1,ng_reuse_vs_hspice_alter,2.891569033108945
dc,solver_only,5,1,optimized_vs_official,1.0025695000857409
dc,solver_only,5,1,reuse_vs_optimized,1.0936496919014334
dc,solver_only,101,1,official_ng_vs_hspice_ind,9.146194709004009
dc,solver_only,101,1,ng_reuse_vs_hspice_alter,1.9748475426101146
dc,solver_only,101,1,optimized_vs_official,0.9996047479632914
dc,solver_only,101,1,reuse_vs_optimized,0.41817102966877034
dc,solver_only,5,2,official_ng_vs_hspice_ind,4.968795896458785
dc,solver_only,5,2,ng_reuse_vs_hspice_alter,2.6086154213321158
dc,solver_only,5,2,optimized_vs_official,1.0016205983583917
dc,solver_only,5,2,reuse_vs_optimized,1.1085057932818856
dc,solver_only,101,2,official_ng_vs_hspice_ind,9.167907885626462
dc,solver_only,101,2,ng_reuse_vs_hspice_alter,1.8705695664432198
dc,solver_only,101,2,optimized_vs_official,0.9999655611280371
dc,solver_only,101,2,reuse_vs_optimized,0.4226371655612743
dc,solver_only,5,4,official_ng_vs_hspice_ind,4.873025691399297
dc,solver_only,5,4,ng_reuse_vs_hspice_alter,2.43014729142951
dc,solver_only,5,4,optimized_vs_official,0.998933645857598
dc,solver_only,5,4,reuse_vs_optimized,1.129404675622845
dc,solver_only,101,4,official_ng_vs_hspice_ind,8.915260741605362
dc,solver_only,101,4,ng_reuse_vs_hspice_alter,1.8144195909835275
dc,solver_only,101,4,optimized_vs_official,1.001067116969467
dc,solver_only,101,4,reuse_vs_optimized,0.4348534364652452
dc,solver_only,5,8,official_ng_vs_hspice_ind,5.034308563176648
dc,solver_only,5,8,ng_reuse_vs_hspice_alter,2.358542892346559
dc,solver_only,5,8,optimized_vs_official,0.9779152395702971
dc,solver_only,5,8,reuse_vs_optimized,1.1268527555143333
dc,solver_only,101,8,official_ng_vs_hspice_ind,8.887859321377745
dc,solver_only,101,8,ng_reuse_vs_hspice_alter,1.6740038425370496
dc,solver_only,101,8,optimized_vs_official,0.9409685664182447
dc,solver_only,101,8,reuse_vs_optimized,0.43920189058083553
dc,solver_only,5,16,official_ng_vs_hspice_ind,4.746757001040938
dc,solver_only,5,16,ng_reuse_vs_hspice_alter,2.363475472407855
dc,solver_only,5,16,optimized_vs_official,1.0103638008949816
dc,solver_only,5,16,reuse_vs_optimized,1.111949881029909
dc,solver_only,101,16,official_ng_vs_hspice_ind,8.539653585090731
dc,solver_only,101,16,ng_reuse_vs_hspice_alter,1.8014862327642864
dc,solver_only,101,16,optimized_vs_official,1.009698579631267
dc,solver_only,101,16,reuse_vs_optimized,0.45093408490099096
dc,solver_only,5,32,official_ng_vs_hspice_ind,4.331403697009996
dc,solver_only,5,32,ng_reuse_vs_hspice_alter,2.2530146526822126
dc,solver_only,5,32,optimized_vs_official,0.9925354518751385
dc,solver_only,5,32,reuse_vs_optimized,1.1118021731085066
dc,solver_only,101,32,official_ng_vs_hspice_ind,7.662297386194674
dc,solver_only,101,32,ng_reuse_vs_hspice_alter,1.7139989787520538
dc,solver_only,101,32,optimized_vs_official,0.993317896769541
dc,solver_only,101,32,reuse_vs_optimized,0.47448694831344584
dc,solver_only,5,64,official_ng_vs_hspice_ind,2.629840800646416
dc,solver_only,5,64,ng_reuse_vs_hspice_alter,1.800555398928586
dc,solver_only,5,64,optimized_vs_official,0.992946806256852
dc,solver_only,5,64,reuse_vs_optimized,1.3791852388135897
dc,solver_only,101,64,official_ng_vs_hspice_ind,4.868452392984942
dc,solver_only,101,64,ng_reuse_vs_hspice_alter,1.6132407862351286
dc,solver_only,101,64,optimized_vs_official,0.9966950129979952
dc,solver_only,101,64,reuse_vs_optimized,0.7112174104464563
dc,solver_only,5,128,official_ng_vs_hspice_ind,1.8624753611189595
dc,solver_only,5,128,ng_reuse_vs_hspice_alter,9.22634781836063
dc,solver_only,5,128,optimized_vs_official,0.9822662312590688
dc,solver_only,5,128,reuse_vs_optimized,1.3227261183635781
dc,solver_only,101,128,official_ng_vs_hspice_ind,46.835274229807794
dc,solver_only,101,128,ng_reuse_vs_hspice_alter,7.133860159717206
dc,solver_only,101,128,optimized_vs_official,0.9647624571534805
dc,solver_only,101,128,reuse_vs_optimized,0.9833998136523208
dc,solver_only,5,192,official_ng_vs_hspice_ind,2.077215617254998
dc,solver_only,5,192,ng_reuse_vs_hspice_alter,7.768738944833745
dc,solver_only,5,192,optimized_vs_official,0.9812667429439201
dc,solver_only,5,192,reuse_vs_optimized,1.0803436391902892
dc,solver_only,101,192,official_ng_vs_hspice_ind,38.65656602287944
dc,solver_only,101,192,ng_reuse_vs_hspice_alter,6.409415834136637
dc,solver_only,101,192,optimized_vs_official,0.9974483934979619
dc,solver_only,101,192,reuse_vs_optimized,0.8539532628280234
dc,solver_only,5,256,official_ng_vs_hspice_ind,2.169546971231991
dc,solver_only,5,256,ng_reuse_vs_hspice_alter,11.428952145924349
dc,solver_only,5,256,optimized_vs_official,0.9737994090405747
dc,solver_only,5,256,reuse_vs_optimized,0.8281797036746642
dc,solver_only,101,256,ng_reuse_vs_hspice_alter,9.592799490704316
dc,solver_only,101,256,optimized_vs_official,1.005803533849364
dc,solver_only,101,256,reuse_vs_optimized,0.6747006260935351
dc,solver_only,5,1,official_ng_vs_hspice_ind,4.9490689300728405
dc,solver_only,5,1,ng_reuse_vs_hspice_alter,2.891569033108945
dc,solver_only,5,1,optimized_vs_official,1.0025695000857409
dc,solver_only,5,1,reuse_vs_optimized,1.0936496919014334
dc,solver_only,101,1,official_ng_vs_hspice_ind,9.146194709004009
dc,solver_only,101,1,ng_reuse_vs_hspice_alter,1.9748475426101146
dc,solver_only,101,1,optimized_vs_official,0.9996047479632914
dc,solver_only,101,1,reuse_vs_optimized,0.41817102966877034
dc,solver_only,5,2,official_ng_vs_hspice_ind,4.968795896458785
dc,solver_only,5,2,ng_reuse_vs_hspice_alter,2.6086154213321158
dc,solver_only,5,2,optimized_vs_official,1.0016205983583917
dc,solver_only,5,2,reuse_vs_optimized,1.1085057932818856
dc,solver_only,101,2,official_ng_vs_hspice_ind,9.167907885626462
dc,solver_only,101,2,ng_reuse_vs_hspice_alter,1.8705695664432198
dc,solver_only,101,2,optimized_vs_official,0.9999655611280371
dc,solver_only,101,2,reuse_vs_optimized,0.4226371655612743
dc,solver_only,5,4,official_ng_vs_hspice_ind,4.873025691399297
dc,solver_only,5,4,ng_reuse_vs_hspice_alter,2.43014729142951
dc,solver_only,5,4,optimized_vs_official,0.998933645857598
dc,solver_only,5,4,reuse_vs_optimized,1.129404675622845
dc,solver_only,101,4,official_ng_vs_hspice_ind,8.915260741605362
dc,solver_only,101,4,ng_reuse_vs_hspice_alter,1.8144195909835275
dc,solver_only,101,4,optimized_vs_official,1.001067116969467
dc,solver_only,101,4,reuse_vs_optimized,0.4348534364652452
dc,solver_only,5,8,official_ng_vs_hspice_ind,5.034308563176648
dc,solver_only,5,8,ng_reuse_vs_hspice_alter,2.358542892346559
dc,solver_only,5,8,optimized_vs_official,0.9779152395702971
dc,solver_only,5,8,reuse_vs_optimized,1.1268527555143333
dc,solver_only,101,8,official_ng_vs_hspice_ind,8.887859321377745
dc,solver_only,101,8,ng_reuse_vs_hspice_alter,1.6740038425370496
dc,solver_only,101,8,optimized_vs_official,0.9409685664182447
dc,solver_only,101,8,reuse_vs_optimized,0.43920189058083553
dc,solver_only,5,16,official_ng_vs_hspice_ind,4.746757001040938
dc,solver_only,5,16,ng_reuse_vs_hspice_alter,2.363475472407855
dc,solver_only,5,16,optimized_vs_official,1.0103638008949816
dc,solver_only,5,16,reuse_vs_optimized,1.111949881029909
dc,solver_only,101,16,official_ng_vs_hspice_ind,8.539653585090731
dc,solver_only,101,16,ng_reuse_vs_hspice_alter,1.8014862327642864
dc,solver_only,101,16,optimized_vs_official,1.009698579631267
dc,solver_only,101,16,reuse_vs_optimized,0.45093408490099096
dc,solver_only,5,32,official_ng_vs_hspice_ind,4.331403697009996
dc,solver_only,5,32,ng_reuse_vs_hspice_alter,2.2530146526822126
dc,solver_only,5,32,optimized_vs_official,0.9925354518751385
dc,solver_only,5,32,reuse_vs_optimized,1.1118021731085066
dc,solver_only,101,32,official_ng_vs_hspice_ind,7.662297386194674
dc,solver_only,101,32,ng_reuse_vs_hspice_alter,1.7139989787520538
dc,solver_only,101,32,optimized_vs_official,0.993317896769541
dc,solver_only,101,32,reuse_vs_optimized,0.47448694831344584
dc,solver_only,5,64,official_ng_vs_hspice_ind,2.629840800646416
dc,solver_only,5,64,ng_reuse_vs_hspice_alter,1.800555398928586
dc,solver_only,5,64,optimized_vs_official,0.992946806256852
dc,solver_only,5,64,reuse_vs_optimized,1.3791852388135897
dc,solver_only,101,64,official_ng_vs_hspice_ind,4.868452392984942
dc,solver_only,101,64,ng_reuse_vs_hspice_alter,1.6132407862351286
dc,solver_only,101,64,optimized_vs_official,0.9966950129979952
dc,solver_only,101,64,reuse_vs_optimized,0.7112174104464563
dc,solver_only,5,128,official_ng_vs_hspice_ind,1.8624753611189595
dc,solver_only,5,128,ng_reuse_vs_hspice_alter,9.22634781836063
dc,solver_only,5,128,optimized_vs_official,0.9822662312590688
dc,solver_only,5,128,reuse_vs_optimized,1.3227261183635781
dc,solver_only,101,128,official_ng_vs_hspice_ind,46.835274229807794
dc,solver_only,101,128,ng_reuse_vs_hspice_alter,7.133860159717206
dc,solver_only,101,128,optimized_vs_official,0.9647624571534805
dc,solver_only,101,128,reuse_vs_optimized,0.9833998136523208
dc,solver_only,5,192,official_ng_vs_hspice_ind,2.077215617254998
dc,solver_only,5,192,ng_reuse_vs_hspice_alter,7.768738944833745
dc,solver_only,5,192,optimized_vs_official,0.9812667429439201
dc,solver_only,5,192,reuse_vs_optimized,1.0803436391902892
dc,solver_only,101,192,official_ng_vs_hspice_ind,38.65656602287944
dc,solver_only,101,192,ng_reuse_vs_hspice_alter,6.409415834136637
dc,solver_only,101,192,optimized_vs_official,0.9974483934979619
dc,solver_only,101,192,reuse_vs_optimized,0.8539532628280234
dc,solver_only,5,256,official_ng_vs_hspice_ind,2.169546971231991
dc,solver_only,5,256,ng_reuse_vs_hspice_alter,11.428952145924349
dc,solver_only,5,256,optimized_vs_official,0.9737994090405747
dc,solver_only,5,256,reuse_vs_optimized,0.8281797036746642
dc,solver_only,101,256,ng_reuse_vs_hspice_alter,9.592799490704316
dc,solver_only,101,256,optimized_vs_official,1.005803533849364
dc,solver_only,101,256,reuse_vs_optimized,0.6747006260935351
dc,solver_only,5,1,official_ng_vs_hspice_ind,4.9490689300728405
dc,solver_only,5,1,ng_reuse_vs_hspice_alter,2.891569033108945
dc,solver_only,5,1,optimized_vs_official,1.0025695000857409
dc,solver_only,5,1,reuse_vs_optimized,1.0936496919014334
dc,solver_only,101,1,official_ng_vs_hspice_ind,9.146194709004009
dc,solver_only,101,1,ng_reuse_vs_hspice_alter,1.9748475426101146
dc,solver_only,101,1,optimized_vs_official,0.9996047479632914
dc,solver_only,101,1,reuse_vs_optimized,0.41817102966877034
dc,solver_only,5,2,official_ng_vs_hspice_ind,4.968795896458785
dc,solver_only,5,2,ng_reuse_vs_hspice_alter,2.6086154213321158
dc,solver_only,5,2,optimized_vs_official,1.0016205983583917
dc,solver_only,5,2,reuse_vs_optimized,1.1085057932818856
dc,solver_only,101,2,official_ng_vs_hspice_ind,9.167907885626462
dc,solver_only,101,2,ng_reuse_vs_hspice_alter,1.8705695664432198
dc,solver_only,101,2,optimized_vs_official,0.9999655611280371
dc,solver_only,101,2,reuse_vs_optimized,0.4226371655612743
dc,solver_only,5,4,official_ng_vs_hspice_ind,4.873025691399297
dc,solver_only,5,4,ng_reuse_vs_hspice_alter,2.43014729142951
dc,solver_only,5,4,optimized_vs_official,0.998933645857598
dc,solver_only,5,4,reuse_vs_optimized,1.129404675622845
dc,solver_only,101,4,official_ng_vs_hspice_ind,8.915260741605362
dc,solver_only,101,4,ng_reuse_vs_hspice_alter,1.8144195909835275
dc,solver_only,101,4,optimized_vs_official,1.001067116969467
dc,solver_only,101,4,reuse_vs_optimized,0.4348534364652452
dc,solver_only,5,8,official_ng_vs_hspice_ind,5.034308563176648
dc,solver_only,5,8,ng_reuse_vs_hspice_alter,2.358542892346559
dc,solver_only,5,8,optimized_vs_official,0.9779152395702971
dc,solver_only,5,8,reuse_vs_optimized,1.1268527555143333
dc,solver_only,101,8,official_ng_vs_hspice_ind,8.887859321377745
dc,solver_only,101,8,ng_reuse_vs_hspice_alter,1.6740038425370496
dc,solver_only,101,8,optimized_vs_official,0.9409685664182447
dc,solver_only,101,8,reuse_vs_optimized,0.43920189058083553
dc,solver_only,5,16,official_ng_vs_hspice_ind,4.746757001040938
dc,solver_only,5,16,ng_reuse_vs_hspice_alter,2.363475472407855
dc,solver_only,5,16,optimized_vs_official,1.0103638008949816
dc,solver_only,5,16,reuse_vs_optimized,1.111949881029909
dc,solver_only,101,16,official_ng_vs_hspice_ind,8.539653585090731
dc,solver_only,101,16,ng_reuse_vs_hspice_alter,1.8014862327642864
dc,solver_only,101,16,optimized_vs_official,1.009698579631267
dc,solver_only,101,16,reuse_vs_optimized,0.45093408490099096
dc,solver_only,5,32,official_ng_vs_hspice_ind,4.331403697009996
dc,solver_only,5,32,ng_reuse_vs_hspice_alter,2.2530146526822126
dc,solver_only,5,32,optimized_vs_official,0.9925354518751385
dc,solver_only,5,32,reuse_vs_optimized,1.1118021731085066
dc,solver_only,101,32,official_ng_vs_hspice_ind,7.662297386194674
dc,solver_only,101,32,ng_reuse_vs_hspice_alter,1.7139989787520538
dc,solver_only,101,32,optimized_vs_official,0.993317896769541
dc,solver_only,101,32,reuse_vs_optimized,0.47448694831344584
dc,solver_only,5,64,official_ng_vs_hspice_ind,2.629840800646416
dc,solver_only,5,64,ng_reuse_vs_hspice_alter,1.800555398928586
dc,solver_only,5,64,optimized_vs_official,0.992946806256852
dc,solver_only,5,64,reuse_vs_optimized,1.3791852388135897
dc,solver_only,101,64,official_ng_vs_hspice_ind,4.868452392984942
dc,solver_only,101,64,ng_reuse_vs_hspice_alter,1.6132407862351286
dc,solver_only,101,64,optimized_vs_official,0.9966950129979952
dc,solver_only,101,64,reuse_vs_optimized,0.7112174104464563
dc,solver_only,5,128,official_ng_vs_hspice_ind,1.8624753611189595
dc,solver_only,5,128,ng_reuse_vs_hspice_alter,9.22634781836063
dc,solver_only,5,128,optimized_vs_official,0.9822662312590688
dc,solver_only,5,128,reuse_vs_optimized,1.3227261183635781
dc,solver_only,101,128,official_ng_vs_hspice_ind,46.835274229807794
dc,solver_only,101,128,ng_reuse_vs_hspice_alter,7.133860159717206
dc,solver_only,101,128,optimized_vs_official,0.9647624571534805
dc,solver_only,101,128,reuse_vs_optimized,0.9833998136523208
dc,solver_only,5,192,official_ng_vs_hspice_ind,2.077215617254998
dc,solver_only,5,192,ng_reuse_vs_hspice_alter,7.768738944833745
dc,solver_only,5,192,optimized_vs_official,0.9812667429439201
dc,solver_only,5,192,reuse_vs_optimized,1.0803436391902892
dc,solver_only,101,192,official_ng_vs_hspice_ind,38.65656602287944
dc,solver_only,101,192,ng_reuse_vs_hspice_alter,6.409415834136637
dc,solver_only,101,192,optimized_vs_official,0.9974483934979619
dc,solver_only,101,192,reuse_vs_optimized,0.8539532628280234
dc,solver_only,5,256,official_ng_vs_hspice_ind,2.169546971231991
dc,solver_only,5,256,ng_reuse_vs_hspice_alter,11.428952145924349
dc,solver_only,5,256,optimized_vs_official,0.9737994090405747
dc,solver_only,5,256,reuse_vs_optimized,0.8281797036746642
dc,solver_only,101,256,ng_reuse_vs_hspice_alter,9.592799490704316
dc,solver_only,101,256,optimized_vs_official,1.005803533849364
dc,solver_only,101,256,reuse_vs_optimized,0.6747006260935351
tran,end_to_end,4,1,official_ng_vs_hspice_ind,0.12881871502208145
tran,end_to_end,4,1,optimized_vs_official,1.0016571313376523
tran,end_to_end,4,8,official_ng_vs_hspice_ind,0.12478513984550864
tran,end_to_end,4,8,optimized_vs_official,1.0049030263722691
tran,end_to_end,4,32,official_ng_vs_hspice_ind,0.13653817384038122
tran,end_to_end,4,32,optimized_vs_official,0.9949256619565588
tran,end_to_end,4,1,official_ng_vs_hspice_ind,0.12881871502208145
tran,end_to_end,4,1,optimized_vs_official,1.0016571313376523
tran,end_to_end,4,8,official_ng_vs_hspice_ind,0.12478513984550864
tran,end_to_end,4,8,optimized_vs_official,1.0049030263722691
tran,end_to_end,4,32,official_ng_vs_hspice_ind,0.13653817384038122
tran,end_to_end,4,32,optimized_vs_official,0.9949256619565588
tran,end_to_end,4,1,official_ng_vs_hspice_ind,0.12881871502208145
tran,end_to_end,4,1,optimized_vs_official,1.0016571313376523
tran,end_to_end,4,8,official_ng_vs_hspice_ind,0.12478513984550864
tran,end_to_end,4,8,optimized_vs_official,1.0049030263722691
tran,end_to_end,4,32,official_ng_vs_hspice_ind,0.13653817384038122
tran,end_to_end,4,32,optimized_vs_official,0.9949256619565588
tran,end_to_end,4,1,official_ng_vs_hspice_ind,0.12881871502208145
tran,end_to_end,4,1,optimized_vs_official,1.0016571313376523
tran,end_to_end,4,8,official_ng_vs_hspice_ind,0.12478513984550864
tran,end_to_end,4,8,optimized_vs_official,1.0049030263722691
tran,end_to_end,4,32,official_ng_vs_hspice_ind,0.13653817384038122
tran,end_to_end,4,32,optimized_vs_official,0.9949256619565588
